altruistic_probability,selfish_probability,cost_of_altruism,benefit_from_altruism,disease,harshness,ticks_mean,ticks_std,altruists_mean,altruists_std,selfish_mean,selfish_std,void_mean,void_std,max_pink_mean,max_pink_std,max_green_mean,max_green_std,max_black_mean,max_black_std
0.26,0.26,0.75,0.75,0.75,0.0,13.4,1.7,0.0,0.0,1419.9,13.3,261.1,13.3,418.2,20.2,1434.7,13.1,509.4,23.3
0.26,0.26,0.75,0.75,0.75,0.25,12.4,1.3,0.0,0.0,1298.1,18.2,382.9,18.2,339.4,18.2,1306.0,16.9,715.1,18.6
0.26,0.26,0.75,0.75,0.75,0.5,12.2,2.5,0.0,0.0,1011.2,47.0,669.8,47.0,291.8,18.7,1022.0,42.2,829.5,26.7
0.26,0.26,0.75,0.75,0.75,0.75,11.2,2.3,0.0,0.0,470.0,42.0,1211.0,42.0,264.4,20.9,558.0,21.8,1212.8,42.5
0.26,0.26,0.75,0.75,0.75,1.0,9.2,1.2,0.0,0.0,178.8,36.8,1502.2,36.8,242.0,21.7,462.7,24.2,1502.2,36.8
0.26,0.26,0.75,0.75,1.0,0.0,14.4,2.8,0.0,0.0,1327.9,17.7,353.1,17.7,386.3,31.3,1335.5,17.3,595.5,17.5
0.26,0.26,0.75,0.75,1.0,0.25,12.6,1.8,0.0,0.0,1155.3,26.3,525.7,26.3,328.7,31.5,1168.4,23.5,756.1,20.2
0.26,0.26,0.75,0.75,1.0,0.5,12.2,2.1,0.0,0.0,742.8,27.4,938.2,27.4,279.3,22.0,759.1,38.6,975.7,27.9
0.26,0.26,0.75,0.75,1.0,0.75,11.1,3.0,0.0,0.0,306.6,50.2,1374.4,50.2,252.8,21.0,480.8,34.0,1376.2,51.3
0.26,0.26,0.75,0.75,1.0,1.0,7.8,0.8,0.0,0.0,163.9,38.5,1517.1,38.5,219.5,22.1,435.4,18.8,1517.1,38.5
0.26,0.26,0.75,1.0,0.0,0.0,16.9,2.5,0.0,0.0,1681.0,0.0,0.0,0.0,665.2,25.1,1681.0,0.0,47.5,5.9
0.26,0.26,0.75,1.0,0.0,0.25,15.5,1.5,0.0,0.0,1681.0,0.0,0.0,0.0,479.4,43.5,1681.0,0.0,435.6,21.5
0.26,0.26,0.75,1.0,0.0,0.5,16.2,2.3,0.0,0.0,1680.1,1.4,0.9,1.4,400.1,29.3,1680.1,1.4,605.1,27.5
0.26,0.26,0.75,1.0,0.0,0.75,15.8,1.9,0.0,0.0,1591.6,43.7,89.4,43.7,341.0,18.9,1591.6,43.7,761.7,23.3
0.26,0.26,0.75,1.0,0.0,1.0,14.5,2.2,0.0,0.0,741.9,40.5,939.1,40.5,305.3,19.4,764.6,38.5,967.0,39.8
0.26,0.26,0.75,1.0,0.25,0.0,15.4,2.1,0.0,0.0,1597.0,8.3,84.0,8.3,572.8,29.6,1601.8,5.2,238.8,15.7
0.26,0.26,0.75,1.0,0.25,0.25,14.7,1.5,0.0,0.0,1558.7,7.1,122.3,7.1,439.7,24.1,1565.4,5.9,530.7,26.5
0.26,0.26,0.75,1.0,0.25,0.5,15.4,1.6,0.0,0.0,1479.2,18.8,201.8,18.8,374.2,26.0,1493.9,15.8,687.4,27.8
0.26,0.26,0.75,1.0,0.25,0.75,15.1,2.8,0.0,0.0,1105.8,64.5,575.2,64.5,334.2,38.4,1109.9,65.0,800.8,38.5
0.26,0.26,0.75,1.0,0.25,1.0,12.9,1.3,0.0,0.0,363.1,29.2,1317.9,29.2,302.7,26.0,552.9,28.4,1317.9,29.2
0.26,0.26,0.75,1.0,0.5,0.0,16.0,2.9,0.0,0.0,1506.1,14.9,174.9,14.9,502.3,24.2,1522.1,14.4,377.8,22.0
0.26,0.26,0.75,1.0,0.5,0.25,14.8,2.4,0.0,0.0,1438.7,14.5,242.3,14.5,404.9,27.8,1449.8,11.7,606.2,30.8
0.26,0.26,0.75,1.0,0.5,0.5,16.2,3.9,0.0,0.0,1279.1,26.7,401.9,26.7,363.9,21.8,1287.2,22.4,723.5,43.3
0.26,0.26,0.75,1.0,0.5,0.75,15.6,3.9,0.0,0.0,697.5,29.5,983.5,29.5,306.7,17.8,724.5,36.0,998.3,29.2
0.26,0.26,0.75,1.0,0.5,1.0,10.0,1.2,0.0,0.0,281.2,55.3,1399.8,55.3,271.8,10.3,508.0,29.5,1399.8,55.3
0.26,0.26,0.75,1.0,0.75,0.0,16.7,2.8,0.0,0.0,1412.9,17.0,268.1,17.0,449.7,17.7,1431.1,12.6,483.4,26.6
0.26,0.26,0.75,1.0,0.75,0.25,14.2,1.2,0.0,0.0,1296.7,22.8,384.3,22.8,388.6,24.8,1312.4,19.5,659.5,21.5
0.26,0.26,0.75,1.0,0.75,0.5,15.5,1.9,0.0,0.0,1045.2,30.2,635.8,30.2,327.1,26.9,1058.7,33.4,797.1,35.8
0.26,0.26,0.75,1.0,0.75,0.75,11.7,0.9,0.0,0.0,469.1,43.3,1211.9,43.3,284.1,17.2,571.0,28.2,1212.8,41.0
0.26,0.26,0.75,1.0,0.75,1.0,10.6,0.8,0.0,0.0,147.1,23.1,1533.9,23.1,270.7,24.5,450.5,26.6,1533.9,23.1
0.26,0.26,0.75,1.0,1.0,0.0,15.6,2.1,0.0,0.0,1329.4,19.0,351.6,19.0,404.3,21.2,1341.3,17.2,582.0,26.5
0.26,0.26,0.75,1.0,1.0,0.25,16.2,2.9,0.0,0.0,1164.9,17.0,516.1,17.0,366.4,14.6,1177.8,15.9,731.2,20.5
0.26,0.26,0.75,1.0,1.0,0.5,15.3,4.3,0.0,0.0,797.3,42.4,883.7,42.4,302.3,17.9,821.2,42.5,926.0,29.0
0.26,0.26,0.75,1.0,1.0,0.75,11.4,2.1,0.0,0.0,320.4,50.4,1360.6,50.4,275.4,19.3,496.2,25.9,1360.6,50.4
0.26,0.26,0.75,1.0,1.0,1.0,9.0,1.2,0.0,0.0,135.0,44.4,1546.0,44.4,261.6,16.5,430.2,9.6,1546.0,44.4
0.26,0.26,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1315.2,31.9,365.8,31.9,0.0,0.0,1315.2,31.9,365.8,31.9
0.26,0.26,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,956.2,23.9,724.8,23.9,0.0,0.0,956.2,23.9,724.8,23.9
0.26,0.26,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,786.4,25.0,894.6,25.0,0.0,0.0,786.4,25.0,894.6,25.0
0.26,0.26,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,656.0,34.4,1025.0,34.4,0.0,0.0,656.0,34.4,1025.0,34.4
0.26,0.26,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,582.7,22.2,1098.3,22.2,0.0,0.0,582.7,22.2,1098.3,22.2
0.26,0.26,1.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,1135.1,28.8,545.9,28.8,0.0,0.0,1135.1,28.8,545.9,28.8
0.26,0.26,1.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0,868.9,23.9,812.1,23.9,0.0,0.0,868.9,23.9,812.1,23.9
0.26,0.26,1.0,0.0,0.25,0.5,1.0,0.0,0.0,0.0,699.3,38.4,981.7,38.4,0.0,0.0,699.3,38.4,981.7,38.4
0.26,0.26,1.0,0.0,0.25,0.75,1.0,0.0,0.0,0.0,632.6,26.2,1048.4,26.2,0.0,0.0,632.6,26.2,1048.4,26.2
0.26,0.26,1.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,541.3,25.6,1139.7,25.6,0.0,0.0,541.3,25.6,1139.7,25.6
0.26,0.26,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,952.9,24.7,728.1,24.7,0.0,0.0,952.9,24.7,728.1,24.7
0.26,0.26,1.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0,779.2,29.1,901.8,29.1,0.0,0.0,779.2,29.1,901.8,29.1
0.26,0.26,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,660.9,30.8,1020.1,30.8,0.0,0.0,660.9,30.8,1020.1,30.8
0.26,0.26,1.0,0.0,0.5,0.75,1.0,0.0,0.0,0.0,587.6,19.6,1093.4,19.6,0.0,0.0,587.6,19.6,1093.4,19.6
0.26,0.26,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,522.4,22.2,1158.6,22.2,0.0,0.0,522.4,22.2,1158.6,22.2
0.26,0.26,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,871.7,40.3,809.3,40.3,0.0,0.0,871.7,40.3,809.3,40.3
0.26,0.26,1.0,0.0,0.75,0.25,1.0,0.0,0.0,0.0,711.1,25.9,969.9,25.9,0.0,0.0,711.1,25.9,969.9,25.9
0.26,0.26,1.0,0.0,0.75,0.5,1.0,0.0,0.0,0.0,602.6,22.9,1078.4,22.9,0.0,0.0,602.6,22.9,1078.4,22.9
0.26,0.26,1.0,0.0,0.75,0.75,1.0,0.0,0.0,0.0,522.0,27.6,1159.0,27.6,0.0,0.0,522.0,27.6,1159.0,27.6
0.26,0.26,1.0,0.0,0.75,1.0,1.0,0.0,0.0,0.0,491.0,18.8,1190.0,18.8,0.0,0.0,491.0,18.8,1190.0,18.8
0.26,0.26,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,769.0,39.8,912.0,39.8,0.0,0.0,769.0,39.8,912.0,39.8
0.26,0.26,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,647.5,26.1,1033.5,26.1,0.0,0.0,647.5,26.1,1033.5,26.1
0.26,0.26,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,560.5,24.2,1120.5,24.2,0.0,0.0,560.5,24.2,1120.5,24.2
0.26,0.26,1.0,0.0,1.0,0.75,1.0,0.0,0.0,0.0,502.9,26.2,1178.1,26.2,0.0,0.0,502.9,26.2,1178.1,26.2
0.26,0.26,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,468.3,28.0,1212.7,28.0,0.0,0.0,468.3,28.0,1212.7,28.0
0.26,0.26,1.0,0.25,0.0,0.0,5.1,0.6,0.0,0.0,1681.0,0.0,0.0,0.0,427.6,31.4,1681.0,0.0,44.3,11.5
0.26,0.26,1.0,0.25,0.0,0.25,4.0,0.5,0.0,0.0,1618.3,32.2,62.7,32.2,148.5,10.4,1618.3,32.2,636.0,28.7
0.26,0.26,1.0,0.25,0.0,0.5,4.1,0.7,0.0,0.0,1357.7,82.9,323.3,82.9,106.5,6.0,1357.7,82.9,805.4,28.3
0.26,0.26,1.0,0.25,0.0,0.75,3.4,0.5,0.0,0.0,883.0,59.0,798.0,59.0,91.3,9.3,883.0,59.0,941.5,27.4
0.26,0.26,1.0,0.25,0.0,1.0,3.4,0.5,0.0,0.0,616.9,30.7,1064.1,30.7,79.0,11.0,622.5,31.1,1071.9,30.6
0.26,0.26,1.0,0.25,0.25,0.0,4.8,0.6,0.0,0.0,1597.5,3.4,83.5,3.4,220.1,12.9,1599.3,3.6,412.0,20.5
0.26,0.26,1.0,0.25,0.25,0.25,4.1,0.7,0.0,0.0,1456.8,60.6,224.2,60.6,129.2,11.7,1456.8,60.6,735.3,26.5
0.26,0.26,1.0,0.25,0.25,0.5,4.1,0.3,0.0,0.0,1141.2,48.8,539.8,48.8,91.3,12.6,1141.2,48.8,888.5,32.4
0.26,0.26,1.0,0.25,0.25,0.75,3.8,0.4,0.0,0.0,751.3,34.0,929.7,34.0,77.6,11.0,751.3,34.0,1010.3,28.6
0.26,0.26,1.0,0.25,0.25,1.0,3.3,0.5,0.0,0.0,497.8,30.6,1183.2,30.6,73.7,8.3,549.9,35.3,1183.2,30.6
0.26,0.26,1.0,0.25,0.5,0.0,4.5,0.5,0.0,0.0,1502.8,15.0,178.2,15.0,163.6,17.0,1506.2,12.9,587.8,17.2
0.26,0.26,1.0,0.25,0.5,0.25,3.9,0.7,0.0,0.0,1282.2,61.7,398.8,61.7,107.8,9.0,1282.2,61.7,807.5,29.6
0.26,0.26,1.0,0.25,0.5,0.5,3.8,0.4,0.0,0.0,936.5,59.4,744.5,59.4,84.5,9.0,936.5,59.4,950.1,36.1
0.26,0.26,1.0,0.25,0.5,0.75,3.3,0.5,0.0,0.0,600.7,44.9,1080.3,44.9,77.4,8.3,608.0,40.4,1088.5,40.8
0.26,0.26,1.0,0.25,0.5,1.0,3.2,0.4,0.0,0.0,436.0,37.1,1245.0,37.1,60.6,7.8,519.4,26.5,1245.0,37.1
0.26,0.26,1.0,0.25,0.75,0.0,4.2,0.4,0.0,0.0,1405.3,18.0,275.7,18.0,132.3,14.1,1408.2,18.9,706.1,25.9
0.26,0.26,1.0,0.25,0.75,0.25,3.7,0.5,0.0,0.0,1115.7,37.8,565.3,37.8,94.7,13.8,1115.7,37.8,889.9,31.9
0.26,0.26,1.0,0.25,0.75,0.5,3.4,0.5,0.0,0.0,761.7,49.3,919.3,49.3,83.4,8.3,761.7,49.3,1006.3,21.7
0.26,0.26,1.0,0.25,0.75,0.75,3.1,0.3,0.0,0.0,511.4,29.5,1169.6,29.5,68.6,9.0,531.0,32.3,1170.1,29.6
0.26,0.26,1.0,0.25,0.75,1.0,3.4,0.5,0.0,0.0,358.4,27.8,1322.6,27.8,66.0,8.9,478.2,26.8,1322.6,27.8
0.26,0.26,1.0,0.25,1.0,0.0,4.2,0.4,0.0,0.0,1286.5,20.2,394.5,20.2,114.4,11.0,1286.9,20.6,796.4,29.9
0.26,0.26,1.0,0.25,1.0,0.25,3.9,0.7,0.0,0.0,971.4,45.8,709.6,45.8,84.2,12.4,971.4,45.8,956.2,28.1
0.26,0.26,1.0,0.25,1.0,0.5,3.4,0.5,0.0,0.0,655.4,42.8,1025.6,42.8,72.1,11.8,655.4,42.8,1060.0,28.3
0.26,0.26,1.0,0.25,1.0,0.75,3.4,0.5,0.0,0.0,453.7,31.3,1227.3,31.3,59.1,14.1,506.0,16.5,1227.3,31.3
0.26,0.26,1.0,0.25,1.0,1.0,3.1,0.3,0.0,0.0,326.7,21.3,1354.3,21.3,51.8,5.3,464.8,18.4,1354.3,21.3
0.26,0.26,1.0,0.5,0.0,0.0,6.8,1.2,0.0,0.0,1681.0,0.0,0.0,0.0,484.9,35.7,1681.0,0.0,42.9,7.2
0.26,0.26,1.0,0.5,0.0,0.25,6.2,0.8,0.0,0.0,1675.1,7.0,5.9,7.0,236.5,14.6,1675.1,7.0,559.2,28.9
0.26,0.26,1.0,0.5,0.0,0.5,5.9,1.0,0.0,0.0,1527.3,64.5,153.7,64.5,183.7,23.0,1527.3,64.5,764.4,20.4
0.26,0.26,1.0,0.5,0.0,0.75,4.7,0.7,0.0,0.0,1009.5,67.3,671.5,67.3,151.1,11.2,1009.5,67.3,898.4,24.2
0.26,0.26,1.0,0.5,0.0,1.0,4.3,0.9,0.0,0.0,625.5,48.9,1055.5,48.9,143.5,14.6,632.0,45.5,1062.6,44.0
0.26,0.26,1.0,0.5,0.25,0.0,5.7,0.8,0.0,0.0,1591.1,10.7,89.9,10.7,327.1,22.0,1598.2,6.4,354.4,31.1
0.26,0.26,1.0,0.5,0.25,0.25,5.3,0.7,0.0,0.0,1522.3,29.1,158.7,29.1,216.6,14.2,1522.3,29.1,674.3,38.0
0.26,0.26,1.0,0.5,0.25,0.5,4.8,1.0,0.0,0.0,1203.3,93.1,477.7,93.1,169.6,20.0,1203.3,93.1,834.9,17.5
0.26,0.26,1.0,0.5,0.25,0.75,4.6,0.7,0.0,0.0,794.5,43.6,886.5,43.6,136.0,8.4,794.5,43.6,966.1,17.4
0.26,0.26,1.0,0.5,0.25,1.0,4.3,0.8,0.0,0.0,483.4,34.9,1197.6,34.9,121.4,13.2,537.2,30.0,1198.6,36.6
0.26,0.26,1.0,0.5,0.5,0.0,6.5,1.5,0.0,0.0,1499.3,20.9,181.7,20.9,253.9,25.4,1506.9,14.0,515.7,21.3
0.26,0.26,1.0,0.5,0.5,0.25,5.5,0.7,0.0,0.0,1380.5,25.2,300.5,25.2,190.6,15.7,1380.5,25.2,738.2,36.8
0.26,0.26,1.0,0.5,0.5,0.5,5.0,0.5,0.0,0.0,1030.2,42.2,650.8,42.2,149.8,16.6,1030.2,42.2,895.3,30.3
0.26,0.26,1.0,0.5,0.5,0.75,4.4,0.7,0.0,0.0,650.8,23.4,1030.2,23.4,120.1,17.3,651.5,23.1,1046.7,27.1
0.26,0.26,1.0,0.5,0.5,1.0,4.0,0.0,0.0,0.0,395.0,25.6,1286.0,25.6,118.1,16.8,502.5,23.9,1286.0,25.6
0.26,0.26,1.0,0.5,0.75,0.0,5.3,0.5,0.0,0.0,1416.8,15.3,264.2,15.3,223.9,16.6,1417.7,14.9,640.7,18.5
0.26,0.26,1.0,0.5,0.75,0.25,4.9,1.2,0.0,0.0,1182.6,47.9,498.4,47.9,157.3,7.4,1183.1,48.9,849.7,20.3
0.26,0.26,1.0,0.5,0.75,0.5,4.8,0.6,0.0,0.0,841.8,41.1,839.2,41.1,135.0,13.8,841.8,41.1,957.9,27.0
0.26,0.26,1.0,0.5,0.75,0.75,4.7,0.7,0.0,0.0,534.8,27.1,1146.2,27.1,129.4,12.8,567.2,28.6,1147.1,27.6
0.26,0.26,1.0,0.5,0.75,1.0,4.2,0.8,0.0,0.0,318.0,40.4,1363.0,40.4,111.7,10.0,478.0,25.5,1363.0,40.4
0.26,0.26,1.0,0.5,1.0,0.0,5.5,0.7,0.0,0.0,1316.8,15.3,364.2,15.3,200.8,16.1,1318.0,16.6,743.9,25.3
0.26,0.26,1.0,0.5,1.0,0.25,5.1,1.0,0.0,0.0,1046.7,51.7,634.3,51.7,147.2,13.6,1046.7,51.7,888.9,38.3
0.26,0.26,1.0,0.5,1.0,0.5,4.4,0.7,0.0,0.0,676.0,51.3,1005.0,51.3,119.2,13.1,676.5,52.1,1043.3,47.1
0.26,0.26,1.0,0.5,1.0,0.75,4.2,0.6,0.0,0.0,424.9,31.8,1256.1,31.8,113.8,11.6,501.3,12.8,1256.1,31.8
0.26,0.26,1.0,0.5,1.0,1.0,4.1,0.7,0.0,0.0,277.6,45.3,1403.4,45.3,109.9,11.4,448.6,25.1,1403.4,45.3
0.26,0.26,1.0,0.75,0.0,0.0,8.2,0.9,0.0,0.0,1681.0,0.0,0.0,0.0,533.1,25.6,1681.0,0.0,41.3,7.2
0.26,0.26,1.0,0.75,0.0,0.25,7.1,1.3,0.0,0.0,1679.1,2.3,1.9,2.3,304.8,34.2,1679.1,2.3,520.3,32.2
0.26,0.26,1.0,0.75,0.0,0.5,6.8,1.2,0.0,0.0,1583.3,45.6,97.7,45.6,238.8,22.6,1583.3,45.6,715.9,27.5
0.26,0.26,1.0,0.75,0.0,0.75,6.5,1.4,0.0,0.0,1159.8,78.7,521.2,78.7,206.2,20.2,1159.8,78.7,846.5,21.9
0.26,0.26,1.0,0.75,0.0,1.0,5.5,1.0,0.0,0.0,643.5,38.5,1037.5,38.5,187.6,14.3,653.6,33.4,1041.7,36.0
0.26,0.26,1.0,0.75,0.25,0.0,7.2,0.9,0.0,0.0,1595.8,10.9,85.2,10.9,396.5,25.6,1599.5,9.9,307.2,19.2
0.26,0.26,1.0,0.75,0.25,0.25,7.6,1.1,0.0,0.0,1550.5,11.2,130.5,11.2,266.7,27.0,1557.0,14.1,613.1,34.8
0.26,0.26,1.0,0.75,0.25,0.5,6.7,1.3,0.0,0.0,1345.1,45.7,335.9,45.7,222.1,20.0,1345.1,45.7,772.6,21.0
0.26,0.26,1.0,0.75,0.25,0.75,6.6,1.3,0.0,0.0,843.8,48.8,837.2,48.8,197.2,10.6,843.8,48.8,942.2,25.3
0.26,0.26,1.0,0.75,0.25,1.0,5.4,0.5,0.0,0.0,485.2,27.2,1195.8,27.2,173.1,15.8,554.7,27.2,1195.8,27.2
0.26,0.26,1.0,0.75,0.5,0.0,7.2,0.9,0.0,0.0,1509.9,13.1,171.1,13.1,318.8,14.3,1519.8,8.8,478.6,25.0
0.26,0.26,1.0,0.75,0.5,0.25,6.9,0.9,0.0,0.0,1422.2,16.3,258.8,16.3,238.8,21.7,1423.4,15.6,708.6,31.6
0.26,0.26,1.0,0.75,0.5,0.5,6.2,0.8,0.0,0.0,1111.1,57.7,569.9,57.7,208.5,16.0,1111.1,57.7,838.7,30.9
0.26,0.26,1.0,0.75,0.5,0.75,5.7,0.8,0.0,0.0,667.5,49.0,1013.5,49.0,177.8,15.7,675.9,42.2,1031.8,35.8
0.26,0.26,1.0,0.75,0.5,1.0,5.3,0.7,0.0,0.0,376.3,29.4,1304.7,29.4,159.0,14.7,516.9,34.2,1304.7,29.4
0.26,0.26,1.0,0.75,0.75,0.0,7.0,0.7,0.0,0.0,1417.7,17.0,263.3,17.0,285.1,11.4,1430.5,10.3,585.4,25.6
0.26,0.26,1.0,0.75,0.75,0.25,6.2,0.4,0.0,0.0,1254.3,35.4,426.7,35.4,222.8,15.9,1254.3,35.4,785.4,27.3
0.26,0.26,1.0,0.75,0.75,0.5,6.1,0.9,0.0,0.0,888.3,30.7,792.7,30.7,183.9,16.2,888.7,31.1,919.8,19.8
0.26,0.26,1.0,0.75,0.75,0.75,5.5,1.2,0.0,0.0,506.7,40.4,1174.3,40.4,171.3,13.3,558.7,33.6,1174.3,40.4
0.26,0.26,1.0,0.75,0.75,1.0,5.4,0.7,0.0,0.0,284.6,38.1,1396.4,38.1,150.9,20.1,480.1,16.3,1396.4,38.1
0.26,0.26,1.0,0.75,1.0,0.0,6.7,0.8,0.0,0.0,1315.4,17.9,365.6,17.9,252.4,29.6,1322.1,16.7,693.5,24.3
0.26,0.26,1.0,0.75,1.0,0.25,7.3,1.2,0.0,0.0,1122.6,41.8,558.4,41.8,211.8,20.9,1124.3,41.1,850.8,23.8
0.26,0.26,1.0,0.75,1.0,0.5,5.4,0.8,0.0,0.0,715.7,27.9,965.3,27.9,167.5,15.3,717.0,26.3,1008.9,30.3
0.26,0.26,1.0,0.75,1.0,0.75,5.3,0.9,0.0,0.0,411.6,36.8,1269.4,36.8,158.3,18.6,504.3,19.7,1269.7,36.5
0.26,0.26,1.0,0.75,1.0,1.0,4.6,0.5,0.0,0.0,273.2,26.2,1407.8,26.2,143.4,11.8,461.7,27.8,1407.8,26.2
0.26,0.26,1.0,1.0,0.0,0.0,9.6,1.3,0.0,0.0,1681.0,0.0,0.0,0.0,561.5,24.1,1681.0,0.0,41.3,9.4
0.26,0.26,1.0,1.0,0.0,0.25,9.4,1.3,0.0,0.0,1681.0,0.0,0.0,0.0,368.8,13.4,1681.0,0.0,486.5,22.0
0.26,0.26,1.0,1.0,0.0,0.5,8.7,1.1,0.0,0.0,1652.3,21.3,28.7,21.3,284.5,26.0,1652.3,21.3,669.8,29.2
0.26,0.26,1.0,1.0,0.0,0.75,7.7,1.3,0.0,0.0,1297.3,73.9,383.7,73.9,232.6,19.3,1297.3,73.9,793.2,24.7
0.26,0.26,1.0,1.0,0.0,1.0,6.7,0.5,0.0,0.0,695.6,28.3,985.4,28.3,207.9,23.5,710.2,31.0,992.4,27.5
0.26,0.26,1.0,1.0,0.25,0.0,9.2,1.0,0.0,0.0,1599.3,4.2,81.7,4.2,464.3,36.7,1602.4,5.2,266.4,19.8
0.26,0.26,1.0,1.0,0.25,0.25,8.7,1.1,0.0,0.0,1560.0,12.7,121.0,12.7,328.7,23.1,1561.9,10.9,577.1,22.3
0.26,0.26,1.0,1.0,0.25,0.5,8.4,1.5,0.0,0.0,1407.9,46.1,273.1,46.1,267.7,27.4,1408.5,46.3,755.1,22.3
0.26,0.26,1.0,1.0,0.25,0.75,7.9,1.6,0.0,0.0,970.7,53.6,710.3,53.6,228.1,24.2,971.4,52.5,871.3,21.5
0.26,0.26,1.0,1.0,0.25,1.0,6.4,1.1,0.0,0.0,483.3,65.2,1197.7,65.2,192.5,17.5,571.8,30.9,1197.7,65.2
0.26,0.26,1.0,1.0,0.5,0.0,9.0,1.4,0.0,0.0,1507.7,12.2,173.3,12.2,383.3,30.2,1518.7,6.6,442.5,21.4
0.26,0.26,1.0,1.0,0.5,0.25,8.3,1.2,0.0,0.0,1429.4,17.7,251.6,17.7,295.8,20.3,1431.4,17.7,661.5,25.0
0.26,0.26,1.0,1.0,0.5,0.5,7.4,1.3,0.0,0.0,1150.3,47.2,530.7,47.2,246.9,18.8,1150.3,47.2,802.1,26.0
0.26,0.26,1.0,1.0,0.5,0.75,7.5,1.4,0.0,0.0,695.6,44.6,985.4,44.6,219.7,23.1,708.7,43.4,1003.2,42.7
0.26,0.26,1.0,1.0,0.5,1.0,6.2,1.0,0.0,0.0,371.1,43.5,1309.9,43.5,193.3,16.4,511.9,16.8,1309.9,43.5
0.26,0.26,1.0,1.0,0.75,0.0,8.5,1.4,0.0,0.0,1419.0,9.2,262.0,9.2,341.2,28.7,1423.2,9.2,542.5,28.8
0.26,0.26,1.0,1.0,0.75,0.25,7.5,1.1,0.0,0.0,1280.5,25.4,400.5,25.4,267.9,20.9,1283.1,24.1,741.6,13.2
0.26,0.26,1.0,1.0,0.75,0.5,8.0,1.8,0.0,0.0,950.3,50.5,730.7,50.5,217.8,20.5,950.6,50.2,890.3,30.8
0.26,0.26,1.0,1.0,0.75,0.75,6.7,0.8,0.0,0.0,525.0,36.0,1156.0,36.0,206.4,29.7,580.5,31.8,1157.3,34.4
0.26,0.26,1.0,1.0,0.75,1.0,6.1,0.9,0.0,0.0,278.8,48.5,1402.2,48.5,188.5,14.6,491.7,24.7,1402.2,48.5
0.26,0.26,1.0,1.0,1.0,0.0,8.9,1.0,0.0,0.0,1319.5,16.5,361.5,16.5,317.2,24.2,1336.4,16.6,660.7,20.2
0.26,0.26,1.0,1.0,1.0,0.25,8.1,1.1,0.0,0.0,1141.5,26.1,539.5,26.1,236.2,15.5,1142.6,25.5,813.4,29.3
0.26,0.26,1.0,1.0,1.0,0.5,7.0,0.9,0.0,0.0,748.8,23.3,932.2,23.3,216.0,23.4,749.2,22.9,981.2,29.4
0.26,0.26,1.0,1.0,1.0,0.75,5.9,0.7,0.0,0.0,429.6,37.7,1251.4,37.7,188.1,20.0,531.7,33.1,1251.4,37.7
0.26,0.26,1.0,1.0,1.0,1.0,5.4,0.7,0.0,0.0,230.1,31.7,1450.9,31.7,178.0,12.1,455.8,26.9,1450.9,31.7
